"","SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_TYPE_SUITE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","REGION_POPULATION_RELATIVE","DAYS_BIRTH","DAYS_EMPLOYED","DAYS_REGISTRATION","DAYS_ID_PUBLISH","FLAG_MOBIL","FLAG_EMP_PHONE","FLAG_WORK_PHONE","FLAG_CONT_MOBILE","FLAG_PHONE","FLAG_EMAIL","OCCUPATION_TYPE","CNT_FAM_MEMBERS","REGION_RATING_CLIENT","REGION_RATING_CLIENT_W_CITY","WEEKDAY_APPR_PROCESS_START","HOUR_APPR_PROCESS_START","REG_REGION_NOT_LIVE_REGION","REG_REGION_NOT_WORK_REGION","LIVE_REGION_NOT_WORK_REGION","REG_CITY_NOT_LIVE_CITY","REG_CITY_NOT_WORK_CITY","LIVE_CITY_NOT_WORK_CITY","ORGANIZATION_TYPE","EXT_SOURCE_2","EXT_SOURCE_3","FONDKAPREMONT_MODE","HOUSETYPE_MODE","WALLSMATERIAL_MODE","EMERGENCYSTATE_MODE","OBS_30_CNT_SOCIAL_CIRCLE","DEF_30_CNT_SOCIAL_CIRCLE","OBS_60_CNT_SOCIAL_CIRCLE","DEF_60_CNT_SOCIAL_CIRCLE","DAYS_LAST_PHONE_CHANGE","AMT_REQ_CREDIT_BUREAU_HOUR","AMT_REQ_CREDIT_BUREAU_DAY","AMT_REQ_CREDIT_BUREAU_WEEK","AMT_REQ_CREDIT_BUREAU_MON","AMT_REQ_CREDIT_BUREAU_QRT","AMT_REQ_CREDIT_BUREAU_YEAR","BASEMENTAREA_AVG","YEARS_BEGINEXPLUATATION_AVG","YEARS_BUILD_AVG","COMMONAREA_AVG","ELEVATORS_AVG","ENTRANCES_AVG","FLOORSMAX_AVG","FLOORSMIN_AVG","LANDAREA_AVG","LIVINGAPARTMENTS_AVG","LIVINGAREA_AVG","NONLIVINGAPARTMENTS_AVG","NONLIVINGAREA_AVG","APARTMENTS_MODE","BASEMENTAREA_MODE","YEARS_BUILD_MODE","YEARS_BEGINEXPLUATATION_MODE","COMMONAREA_MODE","ELEVATORS_MODE","FLOORSMIN_MODE","LIVINGAREA_MODE","APARTMENTS_MEDI","YEARS_BUILD_MEDI","ENTRANCES_MEDI","LANDAREA_MEDI","NONLIVINGAPARTMENTS_MEDI","NONLIVINGAREA_MEDI","FONDKAPREMONT_MODE.1","LIVINGAREA_MEDI","FLOORSMIN_MEDI","ELEVATORS_MEDI","YEARS_BEGINEXPLUATATION_MEDI","NONLIVINGAREA_MODE","LIVINGAPARTMENTS_MODE","FLOORSMAX_MODE","COMMONAREA_MODE.1","BASEMENTAREA_MODE.1","NONLIVINGAPARTMENTS_AVG.1","LANDAREA_AVG.1","ENTRANCES_AVG.1","YEARS_BUILD_AVG.1","APARTMENTS_AVG","EXT_SOURCE_1"
"8577",109983,0,"Cash loans","M","Y","Y",0,202500,742500,21708,742500,"Unaccompanied","Commercial associate","Higher education","Single / not married","House / apartment",0.00702,-15699,-1077,-5508,-4737,1,1,0,1,0,0,"Laborers",1,2,2,"SATURDAY",11,0,0,0,0,1,1,"Other",0.452306524104123,NA,"","","","",9,4,9,3,-75,0,0,0,0,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.271868903940464
"35830",141500,0,"Cash loans","M","Y","N",0,202500,9e+05,43299,9e+05,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.04622,-21581,-1814,-1692,-4852,1,1,1,1,0,0,"Managers",2,1,1,"SATURDAY",19,0,0,0,0,0,0,"Business Entity Type 3",0.642123710455213,0.441835823199441,"","","","",0,0,0,0,-612,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102996",219552,0,"Cash loans","F","Y","Y",0,112500,512446.5,28741.5,463500,"Spouse, partner","Commercial associate","Secondary / secondary special","Married","House / apartment",0.025164,-12936,-2920,-1433,-139,1,1,0,1,0,0,"",2,2,2,"MONDAY",14,0,0,0,0,0,0,"School",0.495765140717496,0.344155007372417,"reg oper account","block of flats","Block","No",4,0,4,0,-719,0,0,0,2,0,1,0.0516,0.9826,0.762,0.0052,NA,0.0862,0.25,NA,0.0103,NA,0.0499,NA,0,0.0567,0.0377,0.7256,0.9791,0.0031,NA,NA,0.0481,0.0573,0.7652,0.0862,0.0104,NA,0,"reg oper account",0.0508,NA,NA,0.9826,0,NA,0.1667,0.0031,0.0377,NA,0.0103,0.0862,0.762,0.0567,0.503847931066392
"137739",259735,0,"Revolving loans","F","N","N",1,90000,180000,9000,180000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.009175,-10285,-114,-4442,-2621,1,1,0,1,1,0,"High skill tech staff",3,2,2,"SUNDAY",12,0,0,0,0,0,0,"Self-employed",0.71574084281499,0.524496446363472,"","block of flats","Panel","No",1,0,1,0,-375,0,0,0,0,0,2,0.104,0.9811,NA,NA,0,0.1379,0.1667,NA,0.0408,NA,0.0653,NA,0,0.063,0.1079,NA,0.9811,NA,0,NA,0.068,0.0625,NA,0.1379,0.0416,NA,0,"",0.0664,NA,0,0.9811,0,NA,0.1667,NA,0.1079,NA,0.0408,0.1379,NA,0.0619,NA
"110042",227627,0,"Cash loans","F","N","Y",0,99000,314055,19107,238500,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.00823,-11214,-842,-3403,-3407,1,1,0,1,0,0,"",1,2,2,"WEDNESDAY",11,0,0,0,0,0,0,"Self-employed",0.344028623668203,0.633031641417419,"","","","",2,0,2,0,-303,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609380619185279
"26624",130948,0,"Revolving loans","F","N","Y",0,112500,270000,13500,270000,"Family","Pensioner","Higher education","Married","House / apartment",0.019101,-20656,365243,-3102,-4135,1,0,0,1,0,0,"",2,2,2,"WEDNESDAY",11,0,0,0,0,0,0,"XNA",0.728789142995527,0.166405546183936,"","","","",0,0,0,0,-573,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37063",142930,0,"Cash loans","M","Y","N",0,180000,9e+05,33354,9e+05,"Family","Working","Higher education","Married","House / apartment",0.008625,-10104,-153,-1382,-2683,1,1,0,1,0,0,"",2,2,2,"WEDNESDAY",19,0,0,0,0,1,1,"Business Entity Type 3",0.246493121619958,0.590233338618557,"","","","",1,0,1,0,-5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191572",322130,0,"Cash loans","M","N","Y",0,157500,983299.5,39127.5,904500,"Unaccompanied","Pensioner","Secondary / secondary special","Married","House / apartment",0.00702,-21507,365243,-9159,-4966,1,0,0,1,0,0,"",2,2,2,"MONDAY",9,0,0,0,0,0,0,"XNA",0.666607708761065,0.355638716992354,"reg oper account","block of flats","","No",0,0,0,0,-1883,0,0,0,0,0,4,NA,0.9856,0.8028,0.0133,0,0.2759,0.1667,0.2083,0.0881,0.1,0.1158,0.0039,0.0388,0.1261,NA,0.8105,0.9856,0.0134,0,0.2083,0.1207,0.1249,0.8054,0.2759,0.0896,0.0039,0.0396,"reg oper account",0.1179,0.2083,0,0.9856,0.0411,0.1093,0.1667,0.0134,NA,0.0039,0.0881,0.2759,0.8028,0.1237,NA
"303154",451222,0,"Cash loans","M","Y","Y",0,247500,1886850,52015.5,1575000,"Unaccompanied","Pensioner","Secondary / secondary special","Married","House / apartment",0.035792,-18036,365243,-7913,-1589,1,0,0,1,0,0,"",2,2,2,"FRIDAY",11,0,0,0,0,0,0,"XNA",0.603456205653121,0.41534714488434,"","","","",0,0,0,0,-598,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97984",213763,0,"Cash loans","F","Y","Y",0,90000,119925,11340,112500,"Unaccompanied","Working","Incomplete higher","Single / not married","House / apartment",0.011703,-10629,-1069,-4080,-3306,1,1,0,1,0,0,"HR staff",1,2,2,"SUNDAY",14,0,0,0,0,1,1,"School",0.391534925423896,0.360612565918989,"","","","",0,0,0,0,-649,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367280449963798
"160345",285877,0,"Cash loans","F","N","Y",2,81000,254700,17019,225000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.015221,-11629,-388,-2037,-338,1,1,1,1,0,0,"Medicine staff",4,2,2,"WEDNESDAY",15,0,0,0,0,0,0,"Medicine",0.507895424430019,0.292588007336847,"","","","",0,0,0,0,-1316,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196609863436308
"145436",268639,0,"Cash loans","F","N","N",0,58500,239850,23494.5,225000,"Unaccompanied","Pensioner","Secondary / secondary special","Widow","House / apartment",0.009657,-24492,365243,-13687,-4585,1,0,0,1,0,0,"",1,2,2,"WEDNESDAY",10,0,0,0,0,0,0,"XNA",0.71417663024733,0.728141299311144,"reg oper account","block of flats","Stone, brick","No",0,0,0,0,-645,0,0,0,0,0,3,0.0485,0.9811,0.7416,0.0077,0,0.1379,0.1667,0.2083,0.0788,0.0471,0.0674,0,0,0.0588,0.0504,0.7517,0.9811,0.0077,0,0.2083,0.0702,0.0583,0.7451,0.1379,0.0802,0,0,"reg oper account",0.0686,0.2083,0,0.9811,0,0.0514,0.1667,0.0077,0.0504,0,0.0788,0.1379,0.7416,0.0577,NA
"195381",326555,0,"Cash loans","F","Y","N",0,157500,1305000,38286,1305000,"Unaccompanied","Working","Secondary / secondary special","Married","Rented apartment",0.035792,-15014,-1369,-7479,-4359,1,1,0,1,0,0,"Laborers",2,2,2,"SATURDAY",9,0,0,0,1,1,1,"Construction",0.609785902773612,0.638043527872161,"","","","",1,0,1,0,-584,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.682616495462908
"139298",261518,0,"Cash loans","M","Y","N",0,135000,509922,52380,472500,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.014464,-12450,-1928,-1513,-3613,1,1,0,1,0,0,"Drivers",1,2,2,"FRIDAY",6,0,0,0,0,0,0,"Business Entity Type 3",0.63525081834304,0.713631399732331,"","","","",0,0,0,0,-1454,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.228860153980539
"49030",156775,0,"Cash loans","M","Y","N",2,180000,640080,29839.5,450000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.003541,-10519,-3266,-5302,-3198,1,1,1,1,0,0,"High skill tech staff",4,1,1,"MONDAY",15,0,0,0,0,0,0,"Business Entity Type 3",0.427291910965715,0.260855914206869,"","block of flats","Wooden","No",2,1,2,0,-2043,0,0,0,1,0,3,NA,0.9767,NA,NA,NA,0.0345,0.0417,NA,NA,NA,0.0065,NA,0.0024,0.0084,NA,NA,0.9767,NA,NA,NA,0.0067,0.0083,NA,0.0345,NA,NA,0.0024,"",0.0066,NA,NA,0.9767,0.0025,NA,0.0417,NA,NA,NA,NA,0.0345,NA,0.0082,NA
"29053",133753,0,"Revolving loans","F","N","Y",0,9e+05,2250000,112500,2250000,"Family","Pensioner","Higher education","Married","House / apartment",0.018634,-21538,365243,-6008,-498,1,0,0,1,0,0,"",2,2,2,"FRIDAY",16,0,0,0,0,0,0,"XNA",0.629746015854247,0.680138821842829,"reg oper spec account","block of flats","Stone, brick","No",0,0,0,0,-99,0,0,0,0,0,0,0,0.9707,0.5988,0.0184,0,0.0345,0.1667,0.2083,0,0.0311,0.0397,0,0,0.0389,0,0.6145,0.9707,0.0186,0,0.2083,0.0414,0.0385,0.6042,0.0345,0,0,0,"reg oper spec account",0.0404,0.2083,0,0.9707,0,0.034,0.1667,0.0186,0,0,0,0.0345,0.5988,0.0381,NA
"107268",224455,0,"Cash loans","M","N","Y",2,112500,594121.5,32359.5,472500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.016612,-10366,-851,-1868,-2609,1,1,1,1,0,1,"Laborers",4,2,2,"WEDNESDAY",16,0,0,0,0,1,1,"Transport: type 4",0.459971648930588,0.584990040489409,"","","","",3,1,3,1,0,0,0,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164876371561125
"88156",202339,0,"Cash loans","M","Y","Y",1,292500,450000,22018.5,450000,"Unaccompanied","State servant","Higher education","Married","House / apartment",0.026392,-10884,-1786,-3581,-3387,1,1,0,1,0,0,"Core staff",3,2,2,"WEDNESDAY",15,0,0,0,0,1,1,"Police",0.483388636574429,NA,"","","","",0,0,0,0,-1459,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179315",307782,0,"Cash loans","F","N","N",1,180000,562491,26194.5,454500,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.019101,-11685,-1496,-3342,-2631,1,1,0,1,0,0,"High skill tech staff",3,2,2,"FRIDAY",13,0,0,0,0,0,0,"Business Entity Type 3",0.270626405612705,NA,"reg oper account","terraced house","Others","No",1,0,1,0,-948,NA,NA,NA,NA,NA,NA,0.0036,0.9483,0.3064,0,0,0,0,0.0417,0.0076,0.0084,0.0026,0,0,0.0042,0.0037,0.3336,0.9494,0,0,0.0417,0.0011,0.0042,0.3157,0,0.0061,0,0,"reg oper account",0.0015,0.0417,0,0.9493,0,0.0092,0,0,0.0037,0,0.0076,0,0.3064,0.0052,0.340146213645514
"167277",293911,0,"Cash loans","F","N","Y",0,112500,284400,16456.5,225000,"Unaccompanied","Pensioner","Secondary / secondary special","Widow","House / apartment",0.011703,-23959,365243,-10129,-4184,1,0,0,1,0,0,"",1,2,2,"WEDNESDAY",15,0,0,0,0,0,0,"XNA",0.716856240406371,0.780143638157228,"","","","",0,0,0,0,-946,0,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107773",225030,0,"Cash loans","F","N","Y",1,202500,248760,26919,225000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.04622,-13849,-1198,-465,-371,1,1,0,1,0,0,"High skill tech staff",3,1,1,"FRIDAY",17,0,1,1,0,0,0,"Business Entity Type 3",0.574289658930577,0.57444661709951,"","block of flats","Panel","No",0,0,0,0,-352,0,0,0,0,0,1,NA,0.9697,NA,NA,NA,0.069,0.0417,NA,NA,NA,0.0074,NA,0,0.0084,NA,NA,0.9697,NA,NA,NA,0.0078,0.0083,NA,0.069,NA,NA,0,"",0.0076,NA,NA,0.9697,0,NA,0.0417,NA,NA,NA,NA,0.069,NA,0.0082,0.402473848791352
"64990",175363,0,"Cash loans","F","N","Y",1,99000,52128,5472,45000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.020713,-13098,-3891,-6882,-3084,1,1,0,1,0,1,"Sales staff",3,3,3,"TUESDAY",7,0,0,0,0,0,0,"Business Entity Type 3",0.450627755523848,0.326475210066026,"reg oper account","block of flats","Stone, brick","No",2,1,2,0,-1807,0,0,0,0,1,4,0.0327,0.9826,0.762,0.024,0.04,0.0345,0.3333,0.375,0.0348,0.0303,0.0396,0,0,0.0378,0.034,0.7713,0.9826,0.0242,0.0403,0.375,0.0413,0.0375,0.7652,0.0345,0.0354,0,0,"reg oper account",0.0403,0.375,0.04,0.9826,0,0.0331,0.3333,0.0242,0.034,0,0.0348,0.0345,0.762,0.0371,0.457648369456607
"280617",425090,0,"Cash loans","F","N","Y",0,126000,1057500,35077.5,1057500,"Family","Pensioner","Secondary / secondary special","Married","House / apartment",0.008625,-20797,365243,-13014,-2539,1,0,0,1,1,0,"",2,2,2,"THURSDAY",9,0,0,0,0,0,0,"XNA",0.235668086323968,0.297086611647203,"","","","",2,0,2,0,-623,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284174",429102,0,"Cash loans","M","N","Y",0,81000,781920,25101,675000,"Family","Pensioner","Higher education","Single / not married","House / apartment",0.018634,-22428,365243,-1281,-946,1,0,0,1,0,0,"",1,2,2,"TUESDAY",11,0,0,0,0,0,0,"XNA",0.508458364020194,NA,"","","","",0,0,0,0,-427,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147718",271275,0,"Cash loans","F","N","N",1,112500,281493,20484,243000,"Unaccompanied","State servant","Higher education","Civil marriage","House / apartment",0.006305,-13627,-1423,-1641,-2264,1,1,0,1,1,0,"Core staff",3,3,3,"THURSDAY",8,0,0,0,0,0,0,"Kindergarten",0.364529758636683,0.513693766303947,"","block of flats","Stone, brick","No",3,0,3,0,-852,0,0,0,0,1,4,0.0652,0.9866,NA,NA,0,0.1034,0.0833,NA,0.0525,NA,0.0253,NA,0.0137,0.0284,0.0676,NA,0.9866,NA,0,NA,0.0264,0.0281,NA,0.1034,0.0534,NA,0.0139,"",0.0258,NA,0,0.9866,0.0145,NA,0.0833,NA,0.0676,NA,0.0525,0.1034,NA,0.0278,0.465446874777097
"73696",185459,0,"Cash loans","M","Y","Y",0,157500,599778,30753,477000,"Spouse, partner","Working","Higher education","Married","House / apartment",0.0228,-9653,-1261,-1755,-1939,1,1,0,1,0,1,"High skill tech staff",2,2,2,"WEDNESDAY",10,0,0,0,0,0,0,"Industry: type 3",0.304006179945953,0.382501804144739,"reg oper account","specific housing","Stone, brick","No",0,0,0,0,-660,0,0,0,1,0,3,0.055,0.9841,0.7824,0.0016,0,0.0345,0.0833,0.125,0,0.0815,0.0316,0,0,0.1019,0.0571,0.7909,0.9841,0.0016,0,0.125,0.0329,0.101,0.7853,0.0345,0,0,0,"reg oper account",0.0322,0.125,0,0.9841,0,0.0891,0.0833,0.0016,0.0571,0,0,0.0345,0.7824,0.1,0.342168821242589
"240497",378526,0,"Cash loans","F","N","N",0,67500,337500,12852,337500,"Family","Pensioner","Secondary / secondary special","Married","House / apartment",0.026392,-21622,365243,-3950,-4438,1,0,0,1,0,0,"",2,2,2,"THURSDAY",11,0,0,0,0,0,0,"XNA",0.55294633310511,0.736622697650318,"","block of flats","Stone, brick","No",0,0,0,0,-6,0,0,0,0,0,3,NA,0.9851,NA,NA,0,NA,0,NA,NA,NA,9e-04,NA,NA,0.0021,NA,NA,0.9851,NA,0,NA,0.001,0.0021,NA,NA,NA,NA,NA,"",0.001,NA,0,0.9851,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0021,NA
"71087",182445,0,"Cash loans","F","N","Y",0,229500,808650,29839.5,675000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.002134,-11408,-362,-2068,-681,1,1,0,1,0,0,"High skill tech staff",1,3,3,"FRIDAY",9,0,0,0,0,1,1,"Business Entity Type 3",0.360209757539745,0.365616507011334,"","","","",2,0,2,0,-393,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68182",179064,0,"Revolving loans","M","N","Y",0,135000,337500,16875,337500,"Family","Working","Higher education","Married","House / apartment",0.019689,-19038,-2267,-2820,-2601,1,1,0,1,1,0,"Managers",2,2,2,"WEDNESDAY",8,0,0,0,0,0,0,"Business Entity Type 3",0.121716461652575,0.697146907784446,"reg oper account","block of flats","Stone, brick","No",0,0,0,0,-169,0,0,0,0,0,0,0.1119,0.9767,0.6804,0.0184,0,0.2759,0.1667,0.2083,0.0964,0.1084,0.1215,0,0,0.1355,0.1161,0.6929,0.9767,0.0185,0,0.2083,0.1265,0.1343,0.6847,0.2759,0.0981,0,0,"reg oper account",0.1236,0.2083,0,0.9767,0,0.1185,0.1667,0.0185,0.1161,0,0.0964,0.2759,0.6804,0.133,NA
"282861",427605,0,"Cash loans","F","Y","Y",0,180000,679500,27076.5,679500,"Unaccompanied","Commercial associate","Secondary / secondary special","Single / not married","House / apartment",0.026392,-17739,-1275,-5204,-1292,1,1,0,1,0,0,"Medicine staff",1,2,2,"SATURDAY",10,0,0,0,0,1,1,"Other",0.737189922745248,0.638043527872161,"","block of flats","Stone, brick","No",0,0,0,0,-2184,0,0,0,0,0,3,NA,0.9816,NA,NA,0,0.1379,0.0417,NA,NA,NA,0.0041,NA,7e-04,0.0063,NA,NA,0.9816,NA,0,NA,0.0042,0.0062,NA,0.1379,NA,NA,7e-04,"",0.0041,NA,0,0.9816,8e-04,NA,0.0417,NA,NA,NA,NA,0.1379,NA,0.0062,0.744796678804457
"125595",245642,0,"Cash loans","M","Y","Y",0,112500,808650,26217,675000,"Spouse, partner","Working","Secondary / secondary special","Married","House / apartment",0.028663,-16237,-3961,-10124,-4637,1,1,0,1,0,0,"Security staff",2,2,2,"FRIDAY",8,0,0,0,0,1,1,"Security",0.226453240349074,0.565607981411549,"","","","",7,0,7,0,-352,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516036610985986
"110635",228343,0,"Cash loans","M","N","N",0,270000,1494486,43695,1305000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","Rented apartment",0.008019,-11870,-235,-5378,-4000,1,1,1,1,1,0,"Laborers",1,2,2,"FRIDAY",17,1,1,0,1,1,0,"Business Entity Type 3",0.415758876363811,0.544234741214216,"","","","",0,0,0,0,-770,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326573518854596
"101643",218012,0,"Cash loans","F","N","Y",0,171000,9e+05,35824.5,9e+05,"Spouse, partner","State servant","Secondary / secondary special","Married","House / apartment",0.006233,-22130,-9360,-8776,-666,1,1,1,1,1,0,"Laborers",2,2,2,"SUNDAY",12,0,0,0,0,0,0,"Housing",0.406821514404139,0.646329897706246,"reg oper account","block of flats","Panel","No",0,0,0,0,-501,0,0,0,0,1,1,0.1632,0.9846,0.7892,0.1115,0.12,0.1034,0.3333,0.375,0.1205,0.1816,0.2204,0,0,0.2269,0.1693,0.7975,0.9846,0.1125,0.1208,0.375,0.2296,0.2248,0.792,0.1034,0.1226,0,0,"reg oper account",0.2244,0.375,0.12,0.9846,0,0.1983,0.3333,0.1125,0.1693,0,0.1205,0.1034,0.7892,0.2227,NA
"135562",257230,1,"Cash loans","M","Y","Y",0,112500,253737,30240,229500,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.0105,-11004,-1367,-5478,-3696,1,1,0,1,1,0,"Laborers",1,3,3,"FRIDAY",9,0,0,0,0,0,0,"Construction",0.33342480018722,0.413596760264428,"","","","",2,1,2,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273090",416565,0,"Cash loans","F","N","Y",0,67500,95940,9472.5,90000,"Family","Pensioner","Secondary / secondary special","Married","House / apartment",0.025164,-20255,365243,-3392,-3399,1,0,0,1,1,0,"",2,2,2,"FRIDAY",10,0,0,0,0,0,0,"XNA",0.472138672662342,0.800451339648708,"","","","",6,0,6,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623669775556219
"209143",342405,0,"Cash loans","F","N","Y",0,112500,509922,49806,472500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.032561,-21667,-2771,-13418,-5145,1,1,0,1,0,0,"High skill tech staff",2,1,1,"WEDNESDAY",14,0,0,0,0,0,0,"Business Entity Type 1",0.792286409866189,0.125307878428239,"reg oper account","block of flats","Stone, brick","No",0,0,0,0,-1532,0,0,0,0,0,8,0.0475,0.9384,0.1568,0.0072,0,0.1034,0.125,0.1667,0.0193,0.0202,0.0418,0.0116,0.0523,0.0284,0.0493,0.1898,0.9384,0.0072,0,0.1667,0.0436,0.0281,0.1681,0.1034,0.0197,0.0116,0.0534,"reg oper account",0.0426,0.1667,0,0.9384,0.0553,0.022,0.125,0.0072,0.0493,0.0116,0.0193,0.1034,0.1568,0.0278,0.831866123995051
