student_id,age,gender,marital_status,course,attendance,admission_grade,previous_grade,scholarship,tuition_up_to_date,debtor,semester1_enrolled,semester1_approved,semester1_grade,semester2_enrolled,semester2_approved,semester2_grade,semester1_success_rate,semester2_success_rate,status
3765,19,Female,Single,Social Service,Daytime,114.9,125.0,Yes,Yes,No,6,6,11.5,6,5,12.2,100.0,83.3,Graduate
3766,22,Female,Single,Nursing,Daytime,125.6,141.0,Yes,Yes,No,7,6,13.1,8,6,13.2,85.7,75.0,Graduate
3767,19,Female,Single,Communication Design,Daytime,125.1,138.0,Yes,Yes,No,6,6,12.7,6,6,13.0,100.0,100.0,Graduate
3768,19,Female,Single,Journalism,Daytime,115.7,116.0,No,No,Yes,6,3,11.3,6,0,0.0,50.0,0.0,Dropout
3769,23,Female,Single,Basic Education,Daytime,112.6,122.0,No,Yes,No,6,5,13.6,6,5,11.6,83.3,83.3,Enrolled
3770,18,Female,Single,Journalism,Daytime,127.2,131.0,Yes,Yes,No,6,6,13.2,6,5,13.2,100.0,83.3,Dropout
3771,19,Female,Single,Equinculture,Daytime,140.0,140.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
3772,20,Female,Single,Agronomy,Daytime,140.0,140.0,No,Yes,No,6,5,11.7,6,5,12.6,83.3,83.3,Graduate
3773,19,Female,Single,Social Service,Daytime,120.4,127.0,Yes,Yes,No,6,6,13.5,6,6,13.4,100.0,100.0,Graduate
3774,26,Female,Single,Veterinary Nursing,Daytime,100.0,133.1,Yes,No,Yes,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
3775,18,Female,Single,Social Service,Daytime,113.5,117.0,Yes,Yes,No,6,6,13.2,6,6,14.1,100.0,100.0,Graduate
3776,29,Female,Single,Veterinary Nursing,Daytime,132.1,150.0,No,Yes,Yes,5,4,12.5,5,2,12.5,80.0,40.0,Dropout
3777,20,Female,Single,Agronomy,Daytime,160.0,160.0,No,No,No,6,6,13.4,6,6,13.0,100.0,100.0,Graduate
3778,19,Female,Single,Communication Design,Daytime,126.3,128.0,No,Yes,No,6,6,13.2,6,6,12.7,100.0,100.0,Graduate
3779,23,Female,Single,Veterinary Nursing,Daytime,160.0,160.0,No,Yes,No,6,4,13.4,6,2,13.5,66.7,33.3,Enrolled
3780,25,Female,Single,Oral Hygiene,Daytime,100.0,126.0,No,Yes,No,7,3,13.0,8,3,11.7,42.9,37.5,Enrolled
3781,18,Female,Single,Nursing,Daytime,125.8,135.0,No,Yes,No,8,7,13.2,8,7,13.2,87.5,87.5,Graduate
3782,19,Female,Single,Communication Design,Daytime,142.2,139.0,Yes,Yes,No,6,6,12.8,6,6,12.8,100.0,100.0,Graduate
3783,18,Female,Single,Basic Education,Daytime,119.4,125.0,No,Yes,No,7,7,12.1,7,7,13.1,100.0,100.0,Graduate
3784,19,Female,Single,Nursing,Daytime,106.4,106.0,Yes,Yes,No,7,5,13.3,7,6,12.4,71.4,85.7,Enrolled
3785,36,Female,Single,Social Service,Evening,120.0,120.0,No,Yes,No,10,4,13.0,9,4,13.8,40.0,44.4,Dropout
3786,20,Male,Single,Agronomy,Daytime,150.0,150.0,Yes,Yes,No,6,3,12.0,6,3,11.7,50.0,50.0,Enrolled
3787,20,Male,Single,Animation & Design,Daytime,148.6,130.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Dropout
3788,18,Male,Single,Social Service,Daytime,108.7,116.0,No,Yes,No,6,5,11.0,6,0,0.0,83.3,0.0,Dropout
3789,19,Male,Single,Agronomy,Daytime,130.0,130.0,No,Yes,No,6,5,11.5,6,6,11.3,83.3,100.0,Enrolled
3790,20,Male,Single,Social Service,Daytime,124.6,140.0,No,No,Yes,9,3,13.3,6,2,12.5,33.3,33.3,Dropout
3791,18,Male,Single,Nursing,Daytime,131.0,134.0,No,Yes,No,7,7,14.6,8,8,13.5,100.0,100.0,Graduate
3792,20,Male,Single,Equinculture,Daytime,130.0,130.0,No,Yes,Yes,6,4,11.0,6,3,10.7,66.7,50.0,Dropout
3793,24,Male,Single,Informatics Engineering,Daytime,116.1,122.0,No,No,Yes,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
3794,19,Male,Single,Journalism,Daytime,125.6,128.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
3795,18,Male,Single,Informatics Engineering,Daytime,121.3,130.0,No,Yes,No,5,1,12.0,5,2,12.0,20.0,40.0,Dropout
3796,18,Male,Single,Informatics Engineering,Daytime,107.4,113.0,No,Yes,No,5,5,14.0,5,5,13.2,100.0,100.0,Graduate
3797,18,Male,Single,Tourism,Daytime,116.9,126.0,No,Yes,No,6,6,13.6,6,5,11.8,100.0,83.3,Graduate
3798,22,Male,Single,Marketing Management,Daytime,123.5,135.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
3799,19,Male,Single,Marketing Management,Daytime,130.5,141.0,No,Yes,No,6,6,14.2,6,6,13.9,100.0,100.0,Graduate
3800,32,Female,Married,Veterinary Nursing,Daytime,140.0,133.1,No,No,Yes,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
3801,21,Female,Single,Basic Education,Daytime,117.1,133.1,Yes,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
3802,19,Female,Single,Nursing,Daytime,127.5,144.0,Yes,Yes,No,8,7,13.5,8,7,13.5,87.5,87.5,Graduate
3803,39,Female,Divorced,Social Service,Evening,126.0,140.0,Yes,Yes,No,9,9,13.1,7,7,11.7,100.0,100.0,Graduate
3804,30,Female,Single,Social Service,Evening,113.0,100.0,No,Yes,No,9,9,12.7,7,7,12.1,100.0,100.0,Graduate
3805,18,Female,Single,Management,Daytime,130.1,135.0,No,Yes,No,5,4,10.8,5,2,10.0,80.0,40.0,Dropout
3806,38,Female,Married,Management,Evening,110.0,130.0,No,Yes,No,10,4,10.8,10,2,10.0,40.0,20.0,Dropout
3807,20,Female,Single,Communication Design,Daytime,135.8,147.0,No,Yes,No,6,6,13.7,6,6,13.3,100.0,100.0,Graduate
3808,55,Female,Single,Social Service,Evening,126.3,149.0,No,Yes,No,6,6,13.8,6,6,12.8,100.0,100.0,Graduate
3809,53,Female,Divorced,Communication Design,Daytime,130.0,130.0,No,Yes,No,18,17,13.2,18,16,13.0,94.4,88.9,Dropout
3810,54,Female,Married,Social Service,Evening,104.0,120.0,No,Yes,No,6,4,12.8,6,5,12.6,66.7,83.3,Dropout
3811,18,Female,Single,Nursing,Daytime,123.6,125.0,Yes,Yes,No,7,5,12.9,7,5,12.9,71.4,71.4,Enrolled
3812,44,Female,Single,Social Service,Evening,121.0,133.1,No,No,Yes,8,4,12.0,7,4,12.0,50.0,57.1,Dropout
3813,28,Female,Single,Social Service,Daytime,130.5,149.0,No,Yes,No,11,9,11.7,11,9,12.6,81.8,81.8,Graduate
3814,37,Female,Single,Social Service,Evening,180.0,180.0,No,Yes,No,14,14,16.5,11,11,16.9,100.0,100.0,Graduate
3815,20,Female,Single,Social Service,Daytime,112.5,110.0,No,Yes,No,10,9,12.3,7,7,11.8,90.0,100.0,Graduate
3816,18,Female,Single,Nursing,Daytime,126.1,131.0,No,Yes,No,7,7,12.6,8,7,12.8,100.0,87.5,Enrolled
3817,19,Male,Single,Social Service,Daytime,111.8,117.0,No,Yes,No,6,4,11.5,6,3,11.0,66.7,50.0,Dropout
3818,23,Male,Single,Agronomy,Daytime,131.4,120.0,Yes,Yes,No,18,18,11.9,13,13,12.9,100.0,100.0,Graduate
3819,22,Male,Single,Social Service,Daytime,144.3,160.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
3820,24,Male,Single,Tourism,Daytime,115.0,100.0,No,No,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
3821,22,Male,Single,Agronomy,Daytime,120.0,140.0,No,Yes,No,6,5,13.0,6,2,11.5,83.3,33.3,Enrolled
3822,26,Male,Single,Agronomy,Daytime,168.6,160.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
3823,18,Male,Single,Journalism,Daytime,127.7,141.0,No,Yes,No,6,6,15.2,6,6,14.8,100.0,100.0,Graduate
3824,24,Male,Single,Equinculture,Daytime,150.0,130.0,No,Yes,No,6,4,11.8,6,2,13.5,66.7,33.3,Dropout
3825,18,Male,Single,Informatics Engineering,Daytime,129.8,142.0,No,Yes,No,5,0,0.0,5,1,15.0,0.0,20.0,Enrolled
3826,26,Male,Single,Animation & Design,Daytime,135.6,130.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Dropout
3827,27,Male,Single,Tourism,Daytime,100.0,133.1,No,Yes,No,6,3,11.3,6,3,14.8,50.0,50.0,Dropout
3828,20,Male,Single,Agronomy,Daytime,140.0,140.0,Yes,Yes,No,6,5,12.6,6,5,13.2,83.3,83.3,Graduate
3829,19,Male,Single,Informatics Engineering,Daytime,124.1,129.0,No,Yes,No,5,0,0.0,5,1,14.0,0.0,20.0,Dropout
3830,18,Male,Single,Veterinary Nursing,Daytime,131.6,148.0,Yes,Yes,No,6,6,15.5,6,4,15.5,100.0,66.7,Dropout
3831,18,Male,Single,Nursing,Daytime,129.0,143.0,No,Yes,No,8,7,12.4,8,7,12.4,87.5,87.5,Graduate
3832,19,Male,Single,Marketing Management,Daytime,135.7,128.0,No,Yes,No,6,5,13.2,6,5,13.2,83.3,83.3,Enrolled
3833,34,Male,Single,Communication Design,Daytime,108.0,100.0,No,Yes,No,12,7,11.4,12,7,11.9,58.3,58.3,Enrolled
3834,19,Male,Single,Social Service,Daytime,110.8,116.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
3835,19,Male,Single,Journalism,Daytime,124.5,128.0,Yes,Yes,No,6,4,14.0,6,6,12.3,66.7,100.0,Graduate
3836,30,Male,Married,Agronomy,Daytime,100.0,120.0,No,Yes,No,12,3,12.0,12,5,11.8,25.0,41.7,Dropout
3837,22,Male,Single,Journalism,Daytime,123.8,121.0,No,No,No,4,0,0.0,5,3,12.0,0.0,60.0,Dropout
3838,19,Male,Single,Management,Daytime,131.4,137.0,No,No,No,5,4,10.0,5,3,11.3,80.0,60.0,Dropout
3839,21,Male,Single,Management,Daytime,118.5,115.0,No,Yes,No,5,1,10.0,5,1,10.0,20.0,20.0,Dropout
3840,22,Male,Single,Animation & Design,Daytime,122.0,129.0,No,No,No,0,0,0.0,0,0,0.0,0.0,0.0,Dropout
3841,19,Male,Single,Tourism,Daytime,122.9,125.0,Yes,Yes,No,6,6,11.2,6,3,11.7,100.0,50.0,Enrolled
3842,20,Male,Single,Social Service,Daytime,118.7,125.0,No,Yes,No,6,4,11.8,6,3,11.3,66.7,50.0,Enrolled
3843,35,Male,Single,Agronomy,Daytime,100.0,133.1,No,Yes,No,6,3,11.8,6,0,0.0,50.0,0.0,Dropout
3844,20,Male,Single,Management,Daytime,135.9,131.0,No,Yes,No,5,1,10.0,5,1,11.0,20.0,20.0,Dropout
3845,21,Male,Single,Equinculture,Daytime,138.4,133.1,No,Yes,No,5,3,14.0,5,5,12.8,60.0,100.0,Graduate
3846,27,Male,Single,Veterinary Nursing,Daytime,128.2,133.1,No,No,Yes,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
3847,26,Male,Single,Journalism,Daytime,107.4,114.0,No,No,No,6,3,12.0,6,0,0.0,50.0,0.0,Dropout
3848,20,Male,Single,Journalism,Daytime,129.8,127.0,No,No,No,6,0,0.0,5,0,0.0,0.0,0.0,Dropout
3849,28,Male,Single,Agronomy,Daytime,100.0,130.0,No,No,Yes,10,8,11.9,8,5,11.6,80.0,62.5,Dropout
3850,19,Male,Single,Journalism,Daytime,113.0,121.0,No,Yes,No,6,6,13.8,6,6,13.7,100.0,100.0,Graduate
3851,47,Male,Single,Management,Evening,107.0,120.0,No,No,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
3852,55,Male,Divorced,Journalism,Daytime,130.0,120.0,No,No,No,6,5,11.4,6,5,12.4,83.3,83.3,Dropout
3853,39,Male,Single,Agronomy,Daytime,120.0,120.0,No,Yes,No,6,0,0.0,6,2,11.0,0.0,33.3,Dropout
3854,35,Male,Married,Agronomy,Daytime,120.5,120.0,No,Yes,Yes,17,14,10.6,12,12,10.7,82.4,100.0,Dropout
3855,32,Male,Single,Social Service,Daytime,120.5,133.1,No,No,No,6,2,11.0,6,0,0.0,33.3,0.0,Dropout
3856,20,Male,Single,Journalism,Daytime,137.0,124.0,No,Yes,No,6,6,16.8,6,6,16.7,100.0,100.0,Graduate
3857,36,Male,Single,Tourism,Daytime,115.0,150.0,No,Yes,No,6,6,13.6,6,5,13.2,100.0,83.3,Graduate
3858,34,Male,Single,Management,Evening,142.7,133.1,Yes,Yes,Yes,5,5,14.7,5,5,14.4,100.0,100.0,Graduate
3859,21,Male,Single,Marketing Management,Daytime,116.7,116.0,No,Yes,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
3860,42,Male,Single,Management,Evening,136.1,133.1,Yes,Yes,No,5,1,10.0,5,1,11.0,20.0,20.0,Dropout
3861,25,Male,Single,Agronomy,Daytime,134.3,133.1,No,Yes,No,6,1,11.0,6,4,11.8,16.7,66.7,Dropout
3862,18,Male,Single,Journalism,Daytime,153.0,167.0,Yes,Yes,No,6,1,11.0,6,0,0.0,16.7,0.0,Dropout
3863,18,Male,Single,Journalism,Daytime,132.0,140.0,Yes,Yes,No,6,5,12.0,6,6,12.8,83.3,100.0,Graduate
3864,19,Male,Single,Social Service,Daytime,129.6,124.0,No,Yes,No,6,6,11.1,6,6,11.9,100.0,100.0,Graduate
3865,34,Male,Single,Veterinary Nursing,Daytime,105.0,110.0,No,No,Yes,6,3,11.3,6,2,11.5,50.0,33.3,Dropout
3866,20,Male,Single,Journalism,Daytime,130.8,150.0,No,Yes,No,6,2,12.0,6,0,0.0,33.3,0.0,Dropout
3867,20,Male,Single,Nursing,Daytime,119.7,123.0,No,Yes,No,7,0,0.0,7,0,0.0,0.0,0.0,Dropout
3868,21,Male,Single,Nursing,Daytime,132.5,152.0,No,Yes,No,8,7,14.5,8,7,14.5,87.5,87.5,Graduate
3869,19,Male,Single,Agronomy,Daytime,130.0,130.0,No,Yes,No,6,6,12.2,6,4,13.0,100.0,66.7,Graduate
3870,31,Male,Single,Veterinary Nursing,Daytime,120.0,133.1,No,No,Yes,5,4,13.5,5,3,11.7,80.0,60.0,Dropout
3871,21,Male,Single,Marketing Management,Daytime,150.0,133.1,No,Yes,No,6,6,14.8,6,5,14.3,100.0,83.3,Graduate
3872,20,Male,Single,Management,Daytime,115.6,124.0,Yes,Yes,No,5,5,12.4,5,5,11.7,100.0,100.0,Graduate
3873,22,Male,Single,Nursing,Daytime,119.1,119.1,No,Yes,No,7,6,12.7,7,6,12.7,85.7,85.7,Graduate
3874,19,Male,Single,Communication Design,Daytime,123.5,128.0,No,No,No,6,4,12.5,6,0,0.0,66.7,0.0,Dropout
3875,41,Male,Single,Equinculture,Daytime,120.0,133.1,No,No,Yes,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
3876,27,Male,Single,Nursing,Daytime,110.0,133.1,No,Yes,No,7,0,0.0,7,0,0.0,0.0,0.0,Dropout
3877,19,Female,Single,Nursing,Daytime,131.4,145.0,No,Yes,No,7,7,13.4,8,7,13.8,100.0,87.5,Dropout
3878,20,Female,Single,Nursing,Daytime,126.8,141.0,Yes,Yes,No,8,8,14.2,8,8,14.2,100.0,100.0,Graduate
3879,19,Female,Single,Nursing,Daytime,118.9,118.9,Yes,Yes,No,7,6,13.6,7,6,13.6,85.7,85.7,Graduate
3880,35,Female,Married,Management,Evening,160.0,160.0,No,Yes,No,5,5,11.6,5,5,11.2,100.0,100.0,Graduate
3881,22,Female,Single,Journalism,Daytime,115.9,111.0,No,Yes,No,6,6,13.6,6,6,15.3,100.0,100.0,Graduate
3882,20,Female,Single,Tourism,Daytime,109.3,111.0,Yes,Yes,No,6,6,13.8,6,6,15.0,100.0,100.0,Graduate
3883,18,Female,Single,Marketing Management,Daytime,113.9,123.0,No,No,Yes,6,4,11.2,6,4,10.9,66.7,66.7,Dropout
3884,18,Female,Single,Social Service,Daytime,121.8,133.0,Yes,Yes,No,6,5,10.2,6,4,11.2,83.3,66.7,Graduate
3885,30,Female,Single,Nursing,Daytime,140.0,140.0,No,Yes,No,8,7,15.7,8,7,15.7,87.5,87.5,Graduate
3886,18,Female,Single,Social Service,Daytime,114.7,122.0,Yes,Yes,Yes,6,6,10.8,6,6,12.0,100.0,100.0,Graduate
3887,20,Female,Single,Tourism,Daytime,120.0,128.0,Yes,Yes,No,6,6,14.5,6,5,15.0,100.0,83.3,Enrolled
3888,19,Female,Single,Social Service,Daytime,107.3,108.0,Yes,Yes,No,6,4,10.4,6,4,10.8,66.7,66.7,Enrolled
3889,19,Female,Single,Veterinary Nursing,Daytime,136.2,139.0,No,Yes,No,5,5,13.0,5,5,13.3,100.0,100.0,Graduate
3890,21,Female,Single,Oral Hygiene,Daytime,119.5,130.0,Yes,Yes,No,7,7,12.2,8,8,14.1,100.0,100.0,Graduate
3891,21,Female,Single,Basic Education,Daytime,106.0,133.1,No,Yes,Yes,7,7,13.0,7,6,12.5,100.0,85.7,Enrolled
3892,18,Female,Single,Marketing Management,Daytime,124.1,130.0,No,Yes,No,6,6,14.2,6,6,13.4,100.0,100.0,Enrolled
3893,18,Female,Single,Management,Daytime,133.2,143.0,Yes,Yes,No,5,4,14.2,5,4,12.5,80.0,80.0,Graduate
3894,35,Female,Divorced,Veterinary Nursing,Daytime,110.0,110.0,No,No,No,5,1,12.0,5,2,10.5,20.0,40.0,Dropout
3895,21,Female,Single,Nursing,Daytime,114.8,120.0,No,Yes,No,7,4,13.2,7,5,13.8,57.1,71.4,Enrolled
3896,18,Male,Single,Nursing,Daytime,130.0,140.0,Yes,Yes,No,7,6,13.2,7,6,13.2,85.7,85.7,Graduate
3897,22,Male,Single,Communication Design,Daytime,122.6,125.0,No,Yes,No,6,1,11.0,6,0,0.0,16.7,0.0,Enrolled
3898,20,Male,Single,Nursing,Daytime,133.5,134.0,Yes,Yes,No,7,7,12.0,8,8,12.7,100.0,100.0,Graduate
3899,34,Female,Married,Tourism,Daytime,120.0,130.0,No,Yes,No,6,5,12.4,6,5,12.8,83.3,83.3,Graduate
3900,33,Female,Married,Management,Daytime,120.0,120.0,No,Yes,No,8,5,12.6,7,5,11.2,62.5,71.4,Enrolled
3901,22,Female,Single,Nursing,Daytime,137.3,142.0,Yes,Yes,No,7,6,13.9,7,6,13.9,85.7,85.7,Graduate
3902,20,Female,Single,Tourism,Daytime,123.5,127.0,Yes,Yes,No,6,4,11.5,6,3,11.0,66.7,50.0,Enrolled
3903,35,Female,Married,Management,Daytime,131.8,140.0,No,Yes,No,5,4,14.2,5,4,11.9,80.0,80.0,Enrolled
3904,39,Female,Married,Management,Daytime,130.0,140.0,No,No,No,5,3,10.7,5,3,10.7,60.0,60.0,Dropout
3905,19,Female,Single,Nursing,Daytime,128.0,142.0,No,No,No,7,0,0.0,8,0,0.0,0.0,0.0,Dropout
3906,36,Female,Divorced,Tourism,Daytime,95.0,120.0,Yes,Yes,No,6,6,11.0,6,3,11.3,100.0,50.0,Graduate
3907,21,Female,Single,Nursing,Daytime,116.0,124.0,Yes,Yes,No,8,7,14.0,8,7,14.0,87.5,87.5,Graduate
3908,22,Female,Single,Social Service,Daytime,136.7,157.0,No,Yes,No,6,4,12.5,6,3,13.7,66.7,50.0,Enrolled
3909,42,Female,Married,Social Service,Daytime,107.5,126.6,Yes,Yes,Yes,6,6,13.3,6,6,15.3,100.0,100.0,Graduate
3910,34,Female,Single,Informatics Engineering,Daytime,108.4,110.0,No,Yes,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
3911,20,Female,Single,Journalism,Daytime,130.7,144.0,No,Yes,No,6,6,11.7,6,5,11.6,100.0,83.3,Enrolled
3912,33,Female,Married,Social Service,Evening,155.9,160.0,No,Yes,No,6,6,15.7,6,6,15.5,100.0,100.0,Graduate
3913,20,Female,Single,Tourism,Daytime,106.1,105.0,No,Yes,No,6,5,11.0,6,5,11.4,83.3,83.3,Graduate
3914,19,Female,Single,Marketing Management,Daytime,128.6,130.0,No,Yes,Yes,5,4,12.2,5,4,12.8,80.0,80.0,Graduate
3915,34,Female,Married,Management,Evening,140.0,140.0,No,Yes,Yes,10,5,12.2,9,8,12.2,50.0,88.9,Dropout
3916,18,Female,Single,Management,Daytime,145.0,138.0,No,Yes,No,5,5,13.0,5,5,14.0,100.0,100.0,Graduate
3917,24,Female,Single,Social Service,Evening,113.0,120.0,Yes,Yes,No,6,4,12.0,6,6,13.0,66.7,100.0,Graduate
3918,18,Female,Single,Basic Education,Daytime,137.1,135.0,No,Yes,No,6,6,13.3,6,6,12.3,100.0,100.0,Graduate
3919,20,Female,Single,Marketing Management,Daytime,119.7,119.0,No,Yes,No,5,3,13.0,5,3,13.0,60.0,60.0,Enrolled
3920,21,Female,Single,Nursing,Daytime,120.5,121.0,No,Yes,No,8,7,12.9,8,7,12.9,87.5,87.5,Graduate
3921,19,Female,Single,Social Service,Daytime,125.7,126.0,Yes,Yes,No,6,6,11.0,6,3,11.0,100.0,50.0,Graduate
3922,19,Female,Single,Nursing,Daytime,125.5,132.0,Yes,Yes,No,7,6,13.6,8,8,12.9,85.7,100.0,Graduate
3923,18,Female,Single,Social Service,Daytime,124.5,128.0,Yes,Yes,No,6,4,12.4,6,6,12.5,66.7,100.0,Graduate
3924,38,Female,Divorced,Social Service,Evening,126.0,160.0,Yes,Yes,No,9,8,12.9,7,7,13.0,88.9,100.0,Graduate
3925,21,Male,Single,Animation & Design,Daytime,136.2,125.0,No,Yes,Yes,12,11,11.5,11,9,11.7,91.7,81.8,Enrolled
3926,23,Male,Single,Management,Daytime,124.2,127.0,No,Yes,No,5,1,10.0,5,0,0.0,20.0,0.0,Enrolled
3927,19,Female,Single,Nursing,Daytime,138.5,147.0,No,Yes,No,8,8,14.3,8,8,14.3,100.0,100.0,Graduate
3928,18,Female,Single,Journalism,Daytime,122.3,130.0,No,No,Yes,6,6,14.1,6,5,12.0,100.0,83.3,Dropout
3929,18,Female,Single,Animation & Design,Daytime,126.0,134.0,Yes,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Graduate
3930,24,Female,Single,Agronomy,Daytime,135.4,140.0,No,Yes,No,6,5,11.8,6,4,11.2,83.3,66.7,Enrolled
3931,18,Female,Single,Journalism,Daytime,146.5,151.0,Yes,Yes,No,6,6,13.3,6,6,14.2,100.0,100.0,Graduate
3932,18,Female,Single,Equinculture,Daytime,121.9,132.0,No,Yes,No,6,6,14.5,6,6,12.9,100.0,100.0,Graduate
3933,26,Female,Single,Management,Evening,130.0,130.0,No,Yes,No,10,8,12.7,10,10,13.4,80.0,100.0,Graduate
3934,19,Female,Single,Management,Daytime,115.2,126.0,No,Yes,Yes,5,1,10.0,5,2,10.0,20.0,40.0,Enrolled
3935,19,Female,Single,Marketing Management,Daytime,115.2,119.0,Yes,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
3936,19,Female,Single,Tourism,Daytime,125.1,123.0,No,Yes,No,6,4,11.0,6,4,12.5,66.7,66.7,Enrolled
3937,20,Female,Single,Equinculture,Daytime,108.0,106.0,No,Yes,Yes,5,2,12.0,5,4,11.0,40.0,80.0,Dropout
3938,22,Female,Single,Tourism,Daytime,125.9,121.0,No,Yes,No,6,4,10.0,6,2,13.5,66.7,33.3,Enrolled
3939,19,Female,Single,Nursing,Daytime,128.0,138.0,No,Yes,No,7,7,14.2,8,8,15.1,100.0,100.0,Graduate
3940,20,Female,Single,Nursing,Daytime,113.5,118.0,No,Yes,No,7,7,14.3,8,8,15.0,100.0,100.0,Graduate
3941,36,Female,Married,Management,Daytime,124.6,120.0,No,Yes,No,5,3,11.0,5,4,13.4,60.0,80.0,Enrolled
3942,29,Female,Single,Basic Education,Daytime,116.0,133.1,No,Yes,No,7,0,0.0,6,0,0.0,0.0,0.0,Dropout
3943,19,Female,Single,Social Service,Daytime,124.9,141.0,No,Yes,No,6,6,12.0,6,4,11.0,100.0,66.7,Graduate
3944,24,Female,Union,Management,Daytime,140.5,180.0,No,No,Yes,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
3945,27,Female,Union,Agronomy,Daytime,179.6,180.0,No,No,Yes,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
3946,18,Female,Single,Journalism,Daytime,116.1,115.0,Yes,Yes,No,6,6,13.9,6,6,14.3,100.0,100.0,Graduate
3947,18,Female,Single,Animation & Design,Daytime,139.4,142.0,Yes,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Graduate
3948,21,Female,Single,Oral Hygiene,Daytime,129.0,135.0,No,Yes,No,7,0,0.0,7,0,0.0,0.0,0.0,Dropout
3949,43,Female,Married,Marketing Management,Daytime,135.6,150.0,Yes,Yes,No,6,5,11.0,6,5,13.0,83.3,83.3,Graduate
3950,18,Female,Single,Management,Daytime,147.8,153.0,Yes,Yes,No,5,5,13.2,5,5,14.4,100.0,100.0,Graduate
3951,21,Female,Single,Veterinary Nursing,Daytime,138.0,153.0,Yes,Yes,No,6,6,13.5,6,3,15.3,100.0,50.0,Dropout
3952,26,Female,Single,Management,Daytime,150.0,150.0,No,Yes,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
3953,19,Female,Single,Nursing,Daytime,130.8,144.0,Yes,Yes,No,8,7,14.2,8,7,14.2,87.5,87.5,Graduate
3954,18,Female,Single,Veterinary Nursing,Daytime,122.6,130.0,No,Yes,No,5,5,13.0,5,5,12.4,100.0,100.0,Graduate
3955,22,Female,Single,Journalism,Daytime,119.1,125.0,No,Yes,No,6,2,12.0,6,1,10.0,33.3,16.7,Dropout
3956,27,Female,Single,Nursing,Daytime,111.8,133.1,No,Yes,No,7,0,0.0,8,0,0.0,0.0,0.0,Dropout
3957,18,Female,Single,Management,Daytime,125.0,133.0,No,Yes,No,5,5,12.8,5,5,12.6,100.0,100.0,Graduate
3958,19,Female,Single,Veterinary Nursing,Daytime,129.9,140.0,No,Yes,No,5,4,13.6,5,4,12.2,80.0,80.0,Graduate
3959,18,Female,Single,Nursing,Daytime,131.1,133.0,No,Yes,No,7,7,14.0,8,8,15.8,100.0,100.0,Graduate
3960,19,Female,Single,Veterinary Nursing,Daytime,141.4,154.0,Yes,Yes,No,6,6,15.0,6,6,14.9,100.0,100.0,Graduate
3961,32,Female,Single,Veterinary Nursing,Daytime,120.0,133.1,No,No,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
3962,23,Female,Single,Nursing,Daytime,133.4,168.0,No,Yes,No,26,26,15.1,17,17,15.0,100.0,100.0,Graduate
3963,20,Female,Single,Nursing,Daytime,127.3,132.0,No,Yes,No,7,6,13.4,7,6,13.4,85.7,85.7,Graduate
3964,20,Female,Single,Animation & Design,Daytime,131.8,133.1,No,Yes,Yes,12,12,13.2,11,10,13.1,100.0,90.9,Graduate
3965,19,Female,Single,Social Service,Daytime,114.8,120.0,No,No,Yes,6,5,11.7,6,2,10.7,83.3,33.3,Dropout
3966,18,Female,Single,Nursing,Daytime,132.8,150.0,Yes,Yes,No,8,8,13.0,8,8,13.0,100.0,100.0,Graduate
3967,21,Female,Single,Agronomy,Daytime,140.0,140.0,No,Yes,No,6,3,10.7,6,4,12.0,50.0,66.7,Dropout
3968,20,Female,Single,Nursing,Daytime,108.3,103.0,Yes,Yes,No,7,0,0.0,7,0,0.0,0.0,0.0,Enrolled
3969,22,Female,Single,Veterinary Nursing,Daytime,150.0,150.0,No,Yes,No,6,6,13.0,6,3,12.7,100.0,50.0,Graduate
3970,26,Female,Single,Management,Evening,160.0,160.0,No,Yes,No,5,5,12.0,5,5,11.4,100.0,100.0,Graduate
